review,sentiment,prediction
因为 两岁半 的 儿子 非常 喜欢 车 ， 看到 大家 的 评论 ， 买 了 两套 外加 一本 本 系列 书 。 拿到 手上 的 第一 感觉 是 轻飘飘 的 ， 尽管 书 的 开本 很大 ， 但 纸张 一般 。 跟 它 的 价位 相差 太远 。 翻开 轱辘 轱辘 转 这 本书 ， 因为 当时 是 冲 这 本书 买 的 ， 果然 像 以前 很多 买家 评论 的 一样 ， 乱 ， 太乱 。 画面 太满 ， 情节 不 清晰 。 最 重要 的 是 很多 车 跟 我们 中国 的 完全 不符 ， 比如 ： 出租车 、 吉普车 ， 我 儿子 最 喜欢 的 皮卡车 ， 在 里面 没有 翻译 ， 多 翻译成 小 卡车 或 * * 运输车 。 对 他 来讲 比较 迷惑 ， 我 讲 起来 也 很 费劲 。 也许 我 的 孩子 太小 ， 不 适合 这 套书 。 总之 这 系列 书买 的 比较 不值 ， 性价比 太低 。,0,1
  发热 是 有点 大 ， 特别 在 玩游戏 的 时候 ， 显卡 有 70 多 ° C ， 不 知道 正常 不 正常 ！ 不 玩游戏 的 时候 50 ° C 左右 ， 还 算 可以 ！    ,0,1
这个 书 首位 的 排名 言过其实 ， 感觉 比不上 圈子 全套 。 1 ） 故事 里面 的 故事 很多 牵强 赴 会 ， 逻辑性 差 。 2 ） 如果 仅仅 是 上面 的 原因 ， 还 能 马马虎虎 接受 。 毕竟 有些 和稀泥 的 招数 在 实际 工作 中 还 有些 用处 。 看到 故事 尾巴 ， 感觉 笔者 匆匆 首位 ， 手忙脚乱 ， 极度 不负责任 ， 王伟 莫名其妙 的 失踪 实在 让 人 无法 理解 ， 虽然 你 主要 是 讲 职场 ， 但 故事 的 完整性 要 考虑 吧 ， 要 对得起 读者 吧 。 3 ） 逻辑性 差 的 书 不能 给 高分 ！ 不 推荐 买 ！,0,1
这 本书 ， 让 我 觉得 很 不 值得 买 。 关于 毕淑敏 的 犀利 洒脱 细腻 ， 在 这本 小说 中 无法 得以 体现 。 似乎 迎合 了 目前 一部分 低层次 读者 的 需要 ， 有些 媚俗 之 嫌 。 很想 退掉 。 因为 ， 我 直接 没有 看 完 。,0,1
读过 了 ， 觉得 很 一般 。 但 还 没有 一般 到 需要 那么 多人 批评 于丹 的 水平 。 哲学 是 “ 仁者见仁 ， 智者见智 ” 的 学问 ， 每个 人 都 有 自己 的 看法 ， 所以 有 批评 是 正常 的 。 于 丹 成名 太快 ， 国人 有 一种 “ 气人 有 ， 笑 人 无 ” 的 劣习 ， 所以 有 批评 是 正常 的 。 古来 知识分子 讲究 “ 安贫乐道 ， 宠辱不惊 ， 淡泊 名志 ， 宁静致远 ” ， 利用 圣贤 的 学说 布道 可以 ， 搞 售书 ， 谋利益 可能 就 不 太 符合 作 学问 人 的 价值观 了 ， 所以 有 批评 也 是 正常 的 。 不过 ， 我能 理解 。,0,1
这 是 我 帮 同学 订 的 ， 之前 我 已经 买过 一本 ， 挺不错 的 。,0,1
这 本书 适合 三岁 - 5 岁 小孩子 看 ， 我 儿子 已经 从会 听 ， 到 会 看 ， 现在 可以 绘声绘色 的 讲 给 我 听 了 ， 不错,0,1
  华硕 装 了 太 多 软件 在 里面 ， 影响 开机 速度 ！ 正版 的 系统 用 起来 不 习惯 ， 打算 换成 XP ! 那么 高 的 配置 用 起来 还 没有 我 原来 那台 老 台式 的 快 （ AMD2200 + 1.50 GH2   768M ) 不 知道 是 什么 原因 造成 的 ？    ,0,1
  京 ? ? 次 的 包 ? ? 有 包好 ， 里面 的 ? 西 都 ? 了 ， 比 上次 ? 音箱 的 包 ? 差多 了 ， 清洁 ? 直接 ? 了 ． ? ? ? 心 ， ? 好 ? ? 本 ? 有坏 ． 再就是 系 ? ? ? 有 ? 慢 ． 其它 就是 ? 想 的 ? ? 了 ． 可以 ? ? 想 退步 了 ， 不知 一些 消 ? 的 需求 ．    ,0,1
  虽 至于 另外 的 那些 更是 不值一提 ， 选来 选去 三星 的 这款 不错 。 然 以前 用 的 三星 不好 ， 但 这次 不错    ,0,1
服务 还 可以 ， 硬件 条件 一般般 ， 十分 的 吵 ， 想 睡个 好觉 的 千万别 住 ； 火车站 早 已经 搬家 ， 坐火车 也 不 方便 ， 倒 是 晚上 饿 了 吃 东西 很 方便 。 呵呵 ， 我 只 住 了 一晚 就 跑 了 。 。 。      ,0,1
卫生设施 太 差 ， 毛巾 又 黑 又 硬 ， 下水道 堵塞 ， 床垫 不好 ， 睡上去 不是 很 舒服 。 觉得 服务态度 还 可以 。 对面 就是 长途汽车站 ， 出租车 蛮 多 的 ， 出行 还是 很 方便 。              ,0,1
"第一次 去 西宁 ， 通过 携程 定 的 房间 。 我 住 的 一个 房间 , 卫生间 的 味道 非常 大 , 另外 前台 有 个别 服务员 服务 生硬 , 象是 黑脸 的 包公 , 位置 也 较 偏 ， 总体 来说 与 四星级 的 标准 差距 很大 , 性价比 也 不 高 。 不 知道 携程 怎么 会 把 它 定为 银牌 酒店 ， 因为 在 西宁 也 没有 住 过 其它 酒店 。      ",0,1
入住 这个 酒店 ， 应该 算是 被 携程 给 误导 了 ， 把 它 放在 了 第一 选择 位置 。 如果 酒店 介绍 加上 一条 说明 “ 紧邻 坟场 ” ， 估计 生意 全没 了 。 丽悦 （ 还有 丽都 ） 真该 好好 感谢 携程 。      ,0,1
房间 比较 差 ， 尤其 是 洗手间 ， 房间 隔音 和 餐饮 服务 都 不好 。      ,0,1
交通 方便 ， 这是 唯一 的 入住 理由 。 当然 ， 晚上 比较 吵 ， 可能 的话 尽量 别 选择 面对 火车站 的 房间 。 房间 一般 ， 尤其 是 相对 这个 价位 来说 ， 卫生间 很小 ， 而且 昏暗 。     我 到 的 时候 是 凌晨 ， 酒店 有 半价 房间 120 － 140 ， 比 携程 的 198 便宜 不少 。     酒店 服务 的 态度 还 行 ， 但是 我 早餐 的 时候 朝 我 要 了 8 块钱 才 让 进 餐厅 ， 明明 入住 的 时候 说 是 包括 早餐 的 ， 因为 要 赶 火车 ， 懒得 理论 了 ， 而且 早餐 相当 差劲 ， 大家 住 的 时候 千万别 吃 啊 。              ,0,1
怎么 说 呢 ， 跟 这个 城市 一样 的 毛病 ， 脏 吧 。 交通 不算 便利 。      ,0,1
可能 是 周总理 住 过   房间 比较 朴素   陈设 与 服务 简单   不过 早餐 丰盛      ,0,1
"看到 网上 的 热评 终于 忍不住 买来 一看 , 什么 东西 吗 , 完全 一副 显摆 样 老实 说 历史 确实 应该 可以 写 的 好看 但 似乎 不该 是 这个 样子 吧 , 反正 我 除了 看见 一些 新鲜 词汇 完全 没 觉得 好看 好玩 明明 惊险 曲折 的 战争场面 被 他 描述 的 寡淡 无味 人物性格 不是 通过 冲突 体现 出来 的 而是 硬生生 , 死板板 下定义 得 出来 的 总之 , 不 好看 , 没 水平 , 没 意义",0,1
不管 是 服务 还是 硬件 都 绝对 够不上 四星级 ， 尽管 前台 确实 挂 着 四星 的 牌子 ！ ！ ！ 依我看 ， 就 3 星 还 不到 。 不过 价格 也 步态 四星级 。      ,0,1
  价格 还是 高 了 点 ， 上网 本 的 配置 办公 还 可以 ， 娱乐 性能 就 差 一些 了 ， 作为 用 了 超 低功耗 的 intel   Menlow 平台 ， 电池 持久力 有待 加强    ,0,1
环境 不 怎样 ， 住 了 一天 就 换 了 ！ 性价比 不高 ， 服务 有待 改进 ！      ,0,1
定得 是 豪华 套间 ， 但 一点 都 不 豪华 。 酒店 周围 打车 不 方便 ， 特别 在 上下班 时 很 困难 ， 也 没有 地铁 或者 公交 等 ， 周围 也 没什么 饭店 。     酒店 得 早餐 比较 差 ， 餐厅 小 ， 吃饭 得 人 多 ， 吃 的 东西 也 很少 。     离 铁轨 太近 ， 火车 开 过 山摇地动 。     我 住 了 5 天 ， 而且 从没 提 过 中途 退房 ， 最后 携程 告诉 我 酒店 说 我 只 住 了 2 天 就 退房 了 ， 虽然 最后 是 解决 了 ， 但 很 不爽     唯一 好 得 ， 酒店 工作人员 还 比较 热情      ,0,1
锦江 贵宾楼 我 已经 入住 很 多次 了 ， 我 之所以 选择 它 ， 是因为 地理位置 好 ， 但是 服务水平 比较 差 ， 而且 餐饮 价格 也 不合理 。 并且 现在 装修 噪音 很大 ， 下次 我 是 不会 选择 了 。     宾馆 反馈   2008 年 1 月 7 日   ：   尊敬 的 宾客 ： 由于 酒店 近期 装修 改造 ， 给 您 带来 了 诸多不便 对此 我们 深表歉意 ！ 根据 客人 反馈 信息 ， 我店 对 房价 进行 了 调整 ， 还 为 入住 我店 的 客人 赠送 欢迎 水果 ， 房 内 免费 宽带 上网 等 增值 服务 ， 我们 将 秉承 “ 宾客 至上 ， 服务 第一 ” 的 宗旨 ， 竭诚 为您服务 ！      ,0,1
  噪音 大 A 面 有点 太 轻飘 ， 塑料 感太强 。 打着 HP 的 牌子 做 的 却 不 像 大 品牌 做 出来 的 东西 。 个人 推荐 宏基 ， 此机 配置 虽高 但 与 价格 不符 ， 不值 。 本人 推荐 不要 光 追求 大 品牌 。 华硕 和 宏基 就 比 HP 强 --- 起码 在 做工 和 声燥 方面 。    ,0,1
北京 的 酒店 ， 也 就是 这么着 了 ！ 五星级 酒店 也 就 三星 的 水平 ， 何况 四星 的 呢 ， 凑合着 住 吧      ,0,1
  唯一 点 就是 笔记本 贴膜 没贴 好 ， 漏 了 很多 空气 ， 估计 把 膜 揭掉 会 很漂亮 ， 现在 还 不 舍得 ， 先用 着 ， 保护 本本 重要 … …    ,0,1
  1 ， 屏幕 中间 有 一个 明显 亮点 ， 右下方 也 有 亮点 。 听说 A 区 亮点 是 无条件 包换 的 ， 正 申请 换货 ， 等待 处理结果 中 ， 进展 随时 更新 ！   2 ， 机器 有点 漏电 ， 手 摸上去 有 酥麻 感 。   3 ， 装 XP 花 了 一天 时间 。    ,0,1
这是 一本 小说集 ， 好多 章节 故事 ， 我 都 已经 看过 了 。 书 印刷 还是 不错 的 。 但是 还是 买 整套 的 好 ， 有点 后悔 。,0,1
"服务 基本上 没有 ！ 非常 失望 ， 其 酒店 的 服务 和 周围 的 优雅 环境 很 不相称 ...   总而言之 , 非常 失望 , 更 不用 谈   性价比 了 .      ",0,1
酒店 环境 非常 一般 ， 感觉 只是 2 星级 的 ， 酒店 外观 比较 旧 ， 店内 装修 比较 差 。      ,0,1
没什么 意思 。 后悔 中 。 可以 不用 看 了 。,0,1
"酒店 外面 的 环境 很脏 ,   酒店 里面 不仅 地毯 是 黑 的 ,   连 瓷砖 地面 都 是 黑 的 ,   离 市区 太远      ",0,1
"这家 酒店 太 让 我 失望 了 , 房间 小 的 简直 不能 再 小 了 而且 服务态度 一般 除了 天台 泳池 还 可以 以外 , 还 不如 住 海景 酒店 离天 后车站 又 近 价钱 又 便宜 , 下次 去 香港 我 肯定 不住 这家              ",0,1
河南人 就是 河南人 ！ 不 被 懵 一次 ， 那算 白来 一回 ； 在 全国 乃至 全世界 那种 叫做 经济 房 的 房间 ， 在 河南 济源 雅士 达 叫做 “ 贵宾楼 ” ， 真够 逗 的 ！ ！ ！      ,0,1
酒店 位置 距离 南苑 机场 打车 ￥ 31 元 。     性价比 差 。     建议 住 大红门 附近 ， 距 南苑 机场 近 些 。      ,0,1
地理位置 是 公认 的 不错 ， 但是 缺点 也 不少 ， 主要 是 电梯 慢 ， 走廊 狭窄 ， 房间 设施 有些 陈旧 了 ， 临时 住 一晚 可以 ， 时间 长 了 不 建议 入住 。      ,0,1
在 电视 上 看到 于 老师 的 讲课 觉得 不错 买 了 这 本书 。 但是 我 想 说 ， 这 本书 没什么 收藏 价值 。 能 看电视 还是 看电视 吧,0,1
  体积 较大 ， 虽然 是 最早 上网 本 品牌 但 质感 较 惠普 dell 等 品牌 还有 差距 ， 鼠标 按键 和 快捷键 很 硬 很 难用 ， 基本 可以 放弃 触摸屏 。    ,0,1
"6 楼 窗外 就是 整幢 大楼 的 风机 , 非常 吵 ! 可能 是 存心 留给 携程 的 客人 , 第二天 到 下午 四点 回房 还 没 清洁 房屋 , 太 离谱 ! ! ! ! !      ",0,1
"给 父母 订 的 ~ 回来 说 房间 远 不及 盛华 的 , 早餐 也 不行 . 唯一 好 的 就是 在 风景区 内 了 ~      ",0,1
经济 类 酒店 ， 所以 价格 适中 。 酒店设施 服务 就 一般 了 。 虽然 在 亚龙湾 ， 但是 交通 十分 不 方便 ， 下次 还 不如 住 在 市区 。      ,0,1
性价比 还 不错 ， 门面 很 不起眼 ， 房间 的 设施 还好 ， 白天 也 不会 太吵      ,0,1
标间 面积 实在 太小 ， 卫生间 都 转 不 开身 。 客房 服务 很 一般 ， 好 在 打电话 后 态度 尚可 。 值得称赞 的 是 它 家 的 咖啡厅 环境 不错 ， 中餐厅 口味 还好 。      ,0,1
价格 还 可以 ， 位置 也 不错 ， 就是 房间 装修 太旧 了 ， 也 不 干净 ， 还有 异味 ！      ,0,1
已经 帮人 买 了 很多 本 ， 最近 的 一次 订 的 4 本 都 缺 了 大图 、 目录 、 1 － 5 页 ， 大家 收货 一定 检查 清楚 ！,0,1
  价格 没有 优势 ， 因为 不送 东西 。 自己 买 完后 和 在 电脑城 买 差不多 。 不过 自己 买 的 鼠标 ， 包呀 可以 自己 选择 也 不错 。 那有 那么 多 好事 都 让 你 给 遇到 呢 。    ,0,1
  我 买 了 只 过 了 一天 ， 另 一款 类似 配置 ， 但 更 高 的 型号 竟然 降价 后 的 价格比 这 款 便宜 好多 。 买 亏了 ！ ！ ！    ,0,1
酒店 周围 倒 是 很 安静 ， 偶尔 还有 出租车 停近 院子 。 酒店 比较 旧 。 早餐 很 早就 结束 了 ， 好像 9 点 吧 ， 感觉 每天 都 要 赶时间 去 吃 早餐 。      ,0,1
正如 这 本书 的 介绍 一样 ， 是 家长 不 喜欢 的 书 ， 书中 的 主角 设计 的 很 难看 ， 孩子 看 了 居然 哭 了 。 内容 很 简单 ， 简简单单 十几页 全是 一些 家长 不让 孩子 做 的 行为 ， 不 知道 大点 的 孩子 看 了 是 会 学习 大卫 的 做法 还是 能够 从中 学习 而 不 这么 做 ？,0,1
  有时 无法 识别 光驱 、 只分 一个 C盘 ； 有 谁 只用 一个 250G 的 盘 ？ 不 知道 装机 的 出发点 是 方便 客户 ？ 还是 形式 性 完成 安装 任务 ？    ,0,1
"看 了 前面 的 点评 ， 感觉 此 酒店 应该 不错 ， 所以 这次 去 慈溪 定 了 国脉 酒店 。 结果 大失所望 。 酒店 位置 不错 ， 298 的 大床 房 窗外 景色 好 ， 公园 、 小街 ...   ... 不 满意 的 地方 ：     一 、 房间 太脏 ， 地毯 肯定 二年 未洗 ， 污渍 满地 ， 如果 像 走 道 一样 铺 大理石 反而 干净 得 多 ； 椅背 、 床 背 都 不 干净 ， 房间 居然 还有 一个 大 苍蝇 ；     二 、 洗澡 的 花洒 非常 不好 用 ，     三 、 大堂 的 灯 太 昏暗 ， 头晕 ！     四 、 前台 的 服务 小姐 态度 比较 生硬 ；     五 、 酒店 所有 的 商务 单 人大 床 靠北边 . 但是 低下 是 冷却塔 , 厨房 烟道 .   比较 嘈      ",0,1
  电池 没说的 那么 好 ， 用 了 半个 月 ， 一直 在 用 电池 ， 也 就 用 67 个 小时 ， 开始 是 8 小时 ， 效果 没有 想象 中 那么 理想    ,0,1
很 一般 的 书 ， 女儿 不是 很 喜欢 ， 看 介绍 买 的 ， 以为 应该 不错 的 ， 但是 拿来 一看 ， 故事 不是 很 有趣 ， 卡通 的 形象 也 一般 ， 比较 呆板 ， 女儿 似乎 只有 刚 买来 时候 有些 热情 ， 翻开 一看 就 没有 热情 了 。 可能 是 文化 不同 导致 的 吧 ， 国外 畅销 的 ， 呵呵 。 相 比较而言 ， 女儿 还是 非常 喜欢 嘟嘟 熊 系列 的 书 。 有 一个 问题 必须 提 一下 ， 比较 让 人 反感 。 作为 儿童读物 ， 尤其 是 幼儿 读物 ， 请 出版社 能 不能 控制 一下 油墨 的 质量 ， 比较 这书 的 价格 很 高 了 ， 哪怕 是 在 儿童读物 里 ， 但是 油墨 的 味道 还是 这么 呛 人 ， 味道 太大 了 ， 我 看 都 觉得 熏眼 ， 孩子 那里 会 愿意 拿 啊 ！ 我 放在 客厅 里 1 个 星期 味道 才 基本 可以 拿 来看 不 呛 人 了 。 用 这种 油墨 印 幼儿 读物 有些 太 什么 了 吧 ？,0,1
酒店 比较 旧 ， 不 符合 四星 标准 ， 出行 不是 很 方便 。      ,0,1
房间 还 不错 ， 够 大 ， 不过 床头 有 部分 发霉 的 迹象 ， 218 元 的 价格 还是 太贵      ,0,1
其实 对于 这 本书 的 内容 是 比较 喜欢 的 ， 但是 对于 这个 书 的 质量 觉得 非常 差 。 今天 我 收到 贵 网站 邮寄 的 新书 ， 但是 书 的 封面 上 有 严重 的 折痕 。 难道 这个 就是 贵 网站 经营之道 ？,0,1
  屏幕 分辨率 小 了 点 ， 尤其 是 1024 * 600 的 这个 600 ， 用 一段时间 会 发现 不 方便 。 另外 确实 如 很多 人 评价 的 一点 ， 运行 东西 稍微 多点 ， 就 卡 。    ,0,1
  其它 配置 还算 好 ， 不过 1G 内存 运行 VISTA 肯定 不够 。 正版 系统 却 不带 VISTA 的 光盘 ， 让 人 不能 接受 。    ,0,1
"我 是 看 了 很 久 的 评论 才 决定 买 的 , 拿到 书 , 很 失望 , 我 感觉 里面 的 小鸡 们 的 名字 都 太 难念 了 , 我 都 记不清 , 读 不顺 , 更何况 是 3 岁 不到 的 女儿 呢 ? 画面 看起来 也 比较 乱 , 我读 着 那些 名字 也 不顺 , 而且 里面 的 故事 对于 2 岁 多 的 孩子 来说 , 一点 吸引力 都 没有 . 只有 放到 一边 了 . 相反 , 我 后来 买 的 那套 < 淘气 的 小格 > , 女儿 就 非常 喜欢 , 缠 着 我 讲完 里面 的 故事 后 , 还会 自己 拿 着 翻来翻去 的 看 . 她 在 量 身高 的 时候 惦 起脚 的 时候 , 还会 说 : 小格 就是 这样 的 . 在 她 看来 , 调皮 的 她 就 跟 淘气 的 小格 一样 , 小格 做 的 淘气 事儿 , 她 很多 都 做 过 , 很 有 共同 感 哦 . 向 大家 推荐 !",0,1
酒店 的 感觉 比较 旧 ， 应该 是 装修 的 时间 比较 长 了 吧      ,0,1
用 调侃 通俗 的 手法 写 明朝 历史 ， 既 普及 了 历史 ， 又 让 读者 享受 了 阅读 的 快感 ， 谢谢 当年 明月 ， 太有 才 了 ！,0,1
  相比 去年 购买 的 CQ 系列 来讲 ， 做工 存在 明显 的 下降 。 而且 装 系统 十分 的 麻烦 ， 全部 装完 之后 还是 无法 解决 无 开机 音乐 的 问题 ， 不过 这 完全 是 惠普公司 的 问题 。 要不是 同学 坚持 ， 我 是 不会 推荐 她 买 惠普 的 。    ,0,1
酒店 的 管理 不 专业 ， 服务 非常 差 ， 房间 的 空调 不足 ， 冬天 的 被子 象 夏天 被 ， 晚上 住宿 要 用 自己 的 羽绒衣 防寒 。      ,0,1
  装机 遇到 点 麻烦 ， 还好   现在 用 着 蛮 好 的   但是 机子 的 键盘 调 音量 好像 不管 用    ,0,1
"房间 的 环境 非常 差 , 而且 房间 还 不 隔音 ， 住 的 不 舒服 。      ",0,1
因为 去年 住 过 ， 感觉 房间 好像 装修 过 了 。 但是 早餐 好像 和 去年 不 一样 了 。 我 去 的 时候 两个 老外 去 了 豪华 的 餐厅 ， 我 被 安排 在 下面 。 。 。   早餐 很差 。 。 连 沙拉 都 没有 。 。 如果 需要 购买 好 一点 的 早餐 ， 酒店 应该 先 向 顾客 说明 。      ,0,1
这 几天 旅行 中 也 在 看 《 杜 拉拉 升职 记 》 ， 的确 是 值得 推荐 的 职场 读物 。 虽然 是 虚拟 的 ， 但 很多 skill 是 可以 在 实际 生活 中 运用 ， 既 是 不 完全 运用 ， 也 可以 做 参考 和 借鉴 。 看 完 之后 ， 觉得 比较 受用 。,0,1
"周六 入住 , 花费 340 元 , 含 早餐 . 整体 感觉 不 象 一个 三星级 酒店 , 大堂 很 空荡 , 有 餐厅 在 里面 , 感觉 不是 很 好 , 上 电梯 在 一个 拐角处 , 不是 太 方便 , 房间 是 一 进门 就 见 床 , 不 象 酒店 的 房间 , 就是 水 还 比较 好点 , 下次 不会 入住      ",0,1
  启动项 太 多 ， 开机 就 用 1G 左右 内存 ， 体积 比 以前 的 X60 要 宽 出 5CM 左右    ,0,1
酒店 涨价 了 ， 可是 性价比 并 没有 国内 如家 的 好 ！ 不 知道 酒店 啥 原因 价格 比如 家 还 高点 ， 总体 来说 还是 比如 家 差点 ！      ,0,1
