review,sentiment,prediction
女人 ， 尤其 是 女孩 ， 心思 细密 ， 敏感 浪漫 ， 更 容易 好高务远 ， 一想 天开 。 这 本书 就是 让 女人 懂得 要 脚踏实地 ， 不要 心 高手 低 ， 也 不要 以为 爱情 会 是 幸福生活 的 全部 。 总的来说 还 不错 ， 但 我 更 喜欢 《 女人 的 幸福 与 什么 有关 》 ， 感觉 更 贴合 中国 女人 的 实际 。,0,1
觉得 里面 的 图画 有点 杂乱 ， 孩子 不是 很感兴趣 ！,0,1
  价格 还是 高 了 点 ， 上网 本 的 配置 办公 还 可以 ， 娱乐 性能 就 差 一些 了 ， 作为 用 了 超 低功耗 的 intel   Menlow 平台 ， 电池 持久力 有待 加强    ,0,1
看过 嘟嘟 和 巴豆 后 ， 就 觉得 这 本书 买怨 了 。,0,1
我 希望 出版社 能 把 原版 日语 也 写 上 就 好 了 。,0,1
"地点 偏僻 , 比较 难 找到 . 出租车 司机 都 不 知道 这个 酒店 的 . 早上 的 自主 餐 没有 什么 东西 的 , 用餐 环境 就 在 一个 走廊 上 , 环境 比较 差 . 一张 地图 要 10 元 钱 .      ",0,1
环境 不 怎样 ， 住 了 一天 就 换 了 ！ 性价比 不高 ， 服务 有待 改进 ！      ,0,1
锦江 贵宾楼 我 已经 入住 很 多次 了 ， 我 之所以 选择 它 ， 是因为 地理位置 好 ， 但是 服务水平 比较 差 ， 而且 餐饮 价格 也 不合理 。 并且 现在 装修 噪音 很大 ， 下次 我 是 不会 选择 了 。     宾馆 反馈   2008 年 1 月 7 日   ：   尊敬 的 宾客 ： 由于 酒店 近期 装修 改造 ， 给 您 带来 了 诸多不便 对此 我们 深表歉意 ！ 根据 客人 反馈 信息 ， 我店 对 房价 进行 了 调整 ， 还 为 入住 我店 的 客人 赠送 欢迎 水果 ， 房 内 免费 宽带 上网 等 增值 服务 ， 我们 将 秉承 “ 宾客 至上 ， 服务 第一 ” 的 宗旨 ， 竭诚 为您服务 ！      ,0,1
waste   of   my   money .     My   children   are   not   interested .,0,1
"不如 朋友 推荐 的 好 , 既 没有 阅读 性 亦 没有 甚多 的 心理学 知识 , 不 喜欢 .",0,1
  噪音 大 A 面 有点 太 轻飘 ， 塑料 感太强 。 打着 HP 的 牌子 做 的 却 不 像 大 品牌 做 出来 的 东西 。 个人 推荐 宏基 ， 此机 配置 虽高 但 与 价格 不符 ， 不值 。 本人 推荐 不要 光 追求 大 品牌 。 华硕 和 宏基 就 比 HP 强 --- 起码 在 做工 和 声燥 方面 。    ,0,1
"这 套书 是 我 买 的 最 失败 的 一套 , 自已 拿到 书 就 觉得 里面 确实 有点 乱 , 色彩 也 不是 很 鲜艳 的 那种 , 可能 外国 文化 和 中国 文化 还是 有 很大 差异 吧 ! 反正 孩子 就是 根本 都 不 愿意 翻 ! 不 知道 其它 的 宝宝 对 这 本书 的 反映 如何 ? ?",0,1
看过 嘟嘟 和 巴豆 后 ， 就 觉得 这 本书 买怨 了 。,0,1
看起来 我 的 孩子 暂时 不会 喜欢 这 套书 ！ 信息量 太 大 ， 孩子 不 喜欢 密密麻麻 的 小字 ！,0,1
  有些 厚重 吧 ， 这 跟 京东 没关系 ， 呵呵 ， 毕竟 只花 3999 元 银子 嘛 ， 这个 价格比 市面 要 低 ！    ,0,1
  唯一 点 就是 笔记本 贴膜 没贴 好 ， 漏 了 很多 空气 ， 估计 把 膜 揭掉 会 很漂亮 ， 现在 还 不 舍得 ， 先用 着 ， 保护 本本 重要 … …    ,0,1
这 是 我 第二次 住 该 酒店 ， 感觉 明显 不如 以前 了 ， 看来 酒店 的 管理 不够 。      ,0,1
很多 人 对 这 本书 评价 很 高 ， 我 只能 说 这 本书 不 适合 我 看 啦 ， 大概 浏览 了 一下 ， 觉得 书里 讲述 的 都 是 早已 知晓 ， 不用 提及 的 东西 ， 就 没有 兴趣 看 下去 了 ~,0,1
本想 卖 给 朋友 作为 英语 入门 的 教材 ， 没想到 效果 不佳 ， 中英文 夹杂着 阅读 确实 不太 习惯 ， 还好 是 买 了 第一册 。,0,1
这是 一本 小说集 ， 好多 章节 故事 ， 我 都 已经 看过 了 。 书 印刷 还是 不错 的 。 但是 还是 买 整套 的 好 ， 有点 后悔 。,0,1
  硬盘 在 频繁 读取数据 时有 轻微 的 卡卡 响 ， 处理器 换 t6400 更好 ， 价格 可 再 降    ,0,1
"服务 基本上 没有 ！ 非常 失望 ， 其 酒店 的 服务 和 周围 的 优雅 环境 很 不相称 ...   总而言之 , 非常 失望 , 更 不用 谈   性价比 了 .      ",0,1
"  键盘 太 拥挤   按着 不太 舒服 ,   也 容易 按 错键 .   不过 这 体积 大概 也 只能 这样    ",0,1
酒店 环境 非常 一般 ， 感觉 只是 2 星级 的 ， 酒店 外观 比较 旧 ， 店内 装修 比较 差 。      ,0,1
性价比 太 差 ， 大堂 不 气派 。 房间 一般 ， 服务 一般 ， 以后 不会 住      ,0,1
面前 就是 高架 ， 实在 是 太 吵 了 ， 一 晚上 没睡 ！     宾馆 反馈   2008 年 7 月 7 日   ：   您好 ！   首先 很 报歉 您 一 晚上 未 休息 好 ， 北虹路 店 是 邻近 中环 的 ， 面前 是 中环 高架 ， 白天 的 时候 车会 多一点 ， 但是 20 点 以后 中环 的 车 就 会 很少 的 ， 我们 房间 的 隔间 效果 还是 可以 的 ， 只要 把 窗户 关上 ， 基本上 就 没有 很大 的 声音 的 ， 并且 住 我们 北虹店 的 客人 大多数 都 是 商务 客人 ， 房型 也 是 各异 的 ，   大多数 客人 喜欢 正面 朝 中环 的 房间 ， 因为 这种 房型 采光 较 好 ， 空气 的 流通性 也 很 不错 ！   但 我们 也 有 很 安静 面朝 小区 的 房间 ， 针对 各种 需求 的 客人 ， 您 下次 入住 时 我们 会 安排 您 入住 朝 小区 的 房间 ， 希望 您 再 给 我们 这样 的 机会 ！ 让 您 感受 如 家 “ 家 ” 的 气息 ！ ！      ,0,1
借助 一位 职场 精英 的 评价 来 表达 自己 对 这 本书 的 看法 吧 ： 可读性 还 不错 ， 对 刚入 社会 的 学生 特别 新鲜 。 可 对 一些 参加 工作 很多年 的 人 来说 ， 看上去 就 很 麻木 了 … …,0,1
"这家 酒店 太 让 我 失望 了 , 房间 小 的 简直 不能 再 小 了 而且 服务态度 一般 除了 天台 泳池 还 可以 以外 , 还 不如 住 海景 酒店 离天 后车站 又 近 价钱 又 便宜 , 下次 去 香港 我 肯定 不住 这家              ",0,1
  sis 芯片组 性能 一般 有点 拖累 了 整体 的 性能 ， 能用 gl40 就 好 了 。 散热 不是 很 均匀    ,0,1
河南人 就是 河南人 ！ 不 被 懵 一次 ， 那算 白来 一回 ； 在 全国 乃至 全世界 那种 叫做 经济 房 的 房间 ， 在 河南 济源 雅士 达 叫做 “ 贵宾楼 ” ， 真够 逗 的 ！ ！ ！      ,0,1
酒店 位置 距离 南苑 机场 打车 ￥ 31 元 。     性价比 差 。     建议 住 大红门 附近 ， 距 南苑 机场 近 些 。      ,0,1
在 电视 上 看到 于 老师 的 讲课 觉得 不错 买 了 这 本书 。 但是 我 想 说 ， 这 本书 没什么 收藏 价值 。 能 看电视 还是 看电视 吧,0,1
  体积 较大 ， 虽然 是 最早 上网 本 品牌 但 质感 较 惠普 dell 等 品牌 还有 差距 ， 鼠标 按键 和 快捷键 很 硬 很 难用 ， 基本 可以 放弃 触摸屏 。    ,0,1
并 不如 介绍 中 的 好 ， 小孩 不 喜欢 ， 翻 一次 就 掉 一边 去 了,0,1
  国产 代工 ， 电池 部分 设计 不合理 ， 装 上 电池 后 ， 与 键盘 平行 的 那 一面 有 一点点 高 起来 ， 有 可能 与 屏 接触 。    ,0,1
"给 父母 订 的 ~ 回来 说 房间 远 不及 盛华 的 , 早餐 也 不行 . 唯一 好 的 就是 在 风景区 内 了 ~      ",0,1
  电源适配器   时间 长 容易 烫   反映 速度 较慢     电池 充满 并 不是 介绍 中 的 9.5 小时 ， 而是 7 个 多 小时    ,0,1
经济 类 酒店 ， 所以 价格 适中 。 酒店设施 服务 就 一般 了 。 虽然 在 亚龙湾 ， 但是 交通 十分 不 方便 ， 下次 还 不如 住 在 市区 。      ,0,1
性价比 还 不错 ， 门面 很 不起眼 ， 房间 的 设施 还好 ， 白天 也 不会 太吵      ,0,1
标间 面积 实在 太小 ， 卫生间 都 转 不 开身 。 客房 服务 很 一般 ， 好 在 打电话 后 态度 尚可 。 值得称赞 的 是 它 家 的 咖啡厅 环境 不错 ， 中餐厅 口味 还好 。      ,0,1
书 还是 新 的 ， 读 不 下去 。 主角 是 女性 ， 工作 环境 是 跨国公司 ， 没点 共鸣 ~ 实在 看不下去 ~ 也许 是 好书 ~ 也许 是 大家 太 捧 ~ 不 喜欢 ~,0,1
儿子 相当 不 喜欢 这 本书 ， 就 看 了 两页 ， 在 也 不 看 ， 对里 的 某些 画面 有些 恐惧,0,1
价格 还 可以 ， 位置 也 不错 ， 就是 房间 装修 太旧 了 ， 也 不 干净 ， 还有 异味 ！      ,0,1
我 儿子 很 喜欢 。 如果 可 分开 有 选择 买 哪册 ， 会 更好 。,0,1
  价格 没有 优势 ， 因为 不送 东西 。 自己 买 完后 和 在 电脑城 买 差不多 。 不过 自己 买 的 鼠标 ， 包呀 可以 自己 选择 也 不错 。 那有 那么 多 好事 都 让 你 给 遇到 呢 。    ,0,1
书 的 翻译 语言 一般 ， 读 起来 不 朗朗上口 。 我 是 看 了 评论 才 买 的 ， 但 事实 并 不是 如此 ， 也 没有 太多 的 科学 道理 。 不 值得 买 。,0,1
我 希望 出版社 能 把 原版 日语 也 写 上 就 好 了 。,0,1
这 本书 我 之前 就 评价 过 了 。 结果 发现 ， 因为 我 手误 ， 买 了 两套 ， 居然 。 我 的 钱 啊 ~ ~ ~ 所以 ， 再 评价 一次 ！ 我 真的 真的 很 后悔 买 这 套书 ， 尤其 ， 居然 买 了 两套 。 肠子 都悔青 了 。 那么 多 穿越 的 书 ， 我 买 的 时候 也 都 是 挑 的 口碑 和 等级 高 的 。 可见 ， 众口难调 ， 口碑 好 也 不 一定 取悦 所有人 。 这个 故事 是 我 看 得 穿越 中 最 没有 逻辑性 的 。 。,0,1
  某些 细节 还有 改进 的 余地 ， 钢琴漆 面 好看 ， 但 太 容易 脏 ， 还是 磨砂 的 好 一些 ， 电池 是 4 芯 的 ， 续航 时间 还是 短 了 一点 。    ,0,1
  没有 其他 颜色 选择 。 送货 的 圆通 服务 真是 一般 ， 只 送到 楼下 ， 以前 京东 用 邮政 快递 的 送到 到 家门口 的 。    ,0,1
  我 买 了 只 过 了 一天 ， 另 一款 类似 配置 ， 但 更 高 的 型号 竟然 降价 后 的 价格比 这 款 便宜 好多 。 买 亏了 ！ ！ ！    ,0,1
书中 有 7 页 的 缺页 ， 确切的说 是 7 页 的 白纸 ， 你们 倒 是 省墨 了 ， 可苦 了 我 ， 看起来 没有 连贯性 ， 有时 不知所云 ， 故事情节 连不上 ， 让 人 非常 的 讨厌 。,0,1
看 了 一点 &# 183 ; &# 183 ; 就 没 看 了 &# 183 ; &# 183 ;,0,1
酒店 周围 倒 是 很 安静 ， 偶尔 还有 出租车 停近 院子 。 酒店 比较 旧 。 早餐 很 早就 结束 了 ， 好像 9 点 吧 ， 感觉 每天 都 要 赶时间 去 吃 早餐 。      ,0,1
正如 这 本书 的 介绍 一样 ， 是 家长 不 喜欢 的 书 ， 书中 的 主角 设计 的 很 难看 ， 孩子 看 了 居然 哭 了 。 内容 很 简单 ， 简简单单 十几页 全是 一些 家长 不让 孩子 做 的 行为 ， 不 知道 大点 的 孩子 看 了 是 会 学习 大卫 的 做法 还是 能够 从中 学习 而 不 这么 做 ？,0,1
买回来 有 一段时间 了 ， 我 三岁 的 孩子 不 爱看 。 一方面 里面 的 卡通 造型 不 甚 简洁明了 ， 一方面 很多 东西 确实 在 我们 中国 人 的 习惯 中 没有 出现 ， 所以 没法 给 孩子 解释 。 还有 就是 书中 所用 的 名字 及 语言 方式 ， 孩子 不 习惯 。 不 知道 为什么 这 套书 还 在 畅销书 第一名 ， 我 周围 的 孩子 家长 都 冲着 名气 买 了 ， 都 在家 闲置 。,0,1
酒店 周边 比较 繁华 ， 对面 有 必胜客 。 服务 热情 还 可以 ， 设施 就 不是 一般 的 差 ， 第一个 房间 网口 坏 了 不能 上网 ， 换个 房间 ， 水 蓬头 不 出水 ， 郁闷 ， 各位 还是 不要 去 了 。      ,0,1
一般 一般 一般 一般 一般 一般 一般 一般 一般,0,1
破书 啊 呸 ， 真是 一本 破书 ， 孩子 看 了 直接 吓哭 了 。 大卫 画 的 跟 骷髅 一样 。,0,1
书中 的 语句 不 知道 是 翻译 的 问题 还是 作者 表达 的 问题 ， 让 人 觉得 有点 别扭 ， 作者 提出 的 有些 观点 也 不能 认同,0,1
  小 的 细节 有待 提高 ， 当然 不能 和 sony   富士通   ibm 比   要是 屏幕 是 16 ： 10 的 1280x800 就 更好 了    ,0,1
很 一般 的 书 ， 女儿 不是 很 喜欢 ， 看 介绍 买 的 ， 以为 应该 不错 的 ， 但是 拿来 一看 ， 故事 不是 很 有趣 ， 卡通 的 形象 也 一般 ， 比较 呆板 ， 女儿 似乎 只有 刚 买来 时候 有些 热情 ， 翻开 一看 就 没有 热情 了 。 可能 是 文化 不同 导致 的 吧 ， 国外 畅销 的 ， 呵呵 。 相 比较而言 ， 女儿 还是 非常 喜欢 嘟嘟 熊 系列 的 书 。 有 一个 问题 必须 提 一下 ， 比较 让 人 反感 。 作为 儿童读物 ， 尤其 是 幼儿 读物 ， 请 出版社 能 不能 控制 一下 油墨 的 质量 ， 比较 这书 的 价格 很 高 了 ， 哪怕 是 在 儿童读物 里 ， 但是 油墨 的 味道 还是 这么 呛 人 ， 味道 太大 了 ， 我 看 都 觉得 熏眼 ， 孩子 那里 会 愿意 拿 啊 ！ 我 放在 客厅 里 1 个 星期 味道 才 基本 可以 拿 来看 不 呛 人 了 。 用 这种 油墨 印 幼儿 读物 有些 太 什么 了 吧 ？,0,1
"看 了 一般 就 送 人 了 , 看 不 进去 了 , 呵呵",0,1
  外观 一般 。 笨重 ！   用 了 2 天 ， 感觉 音质 一般 ， 没有 介绍 的 那样 出色 。   触摸板 离 键盘 近 ， 打字 挺 容易 碰到 ！ 还 没有 习惯 ！    ,0,1
在 五星 排行榜 上 挑到 的 这 本书 ， 买回来 以后 发现 不但 宝宝 不 喜欢 ， 连 我 自己 也 读 不 懂 ， 跳跃 的 思维 ， 难懂 的 文字 ， 真的 不 知道 怎么 会 有 那么 多人 给 它 评 五星 呢 。,0,1
