index	label
2124	呈
2125	医药
2126	参观
2127	建国
2128	各自
2129	船
2130	一下
2131	恐怖
2132	驻华
2133	莫斯科
2134	打破
2135	空间
2136	忘
2137	大部分
2138	困境
2139	感情
2140	油田
2141	破坏
2142	时健
2143	一体化
2144	单
2145	致富
2146	尽
2147	继承
2148	东方
2149	比如
2150	孟
2151	防范
2152	履行
2153	动
2154	停
2155	称为
2156	本身
2157	首相
2158	维持
2159	重组
2160	公款
2161	无论
2162	中学
2163	增长率
2164	２０时
2165	礼貌
2166	制约
2167	习惯
2168	纪委
2169	有利
2170	生存
2171	幅度
2172	卫星
2173	永远
2174	抗震救灾
2175	很快
2176	大幅
2177	从业
2178	今晚
2179	年龄
2180	咨询
2181	古
2182	有限
2183	海洋
2184	家中
2185	乃至
2186	财产
2187	上级
2188	决议
2189	转移
2190	金牌
2191	大事
2192	一国两制
2193	城乡
2194	效率
2195	民
2196	票
2197	偏
2198	狠抓
2199	大陆
2200	程
2201	不但
2202	称号
2203	孔
2204	合同
2205	权
2206	电视剧
2207	邦国
2208	不过
2209	我军
2210	分流
2211	紧张
2212	谈话
2213	特委会
2214	感觉
2215	冬奥会
2216	尚未
2217	合并
2218	１７
2219	兴趣
2220	冲击
2221	全党
2222	分局
2223	简单
2224	断
2225	表达
2226	富裕
2227	喜
2228	改进
2229	身上
2230	明
2231	印
2232	得以
2233	一旦
2234	喜庆
2235	发动
2236	西岸
2237	举措
2238	跟
2239	左
2240	种种
2241	差距
2242	杭州
2243	可是
2244	一部分
2245	机械
2246	经营者
2247	潜力
2248	外贸
2249	菲律宾
2250	江苏省
2251	独特
2252	寄
2253	预报
2254	大胆
2255	贵州
2256	贫困县
2257	捐赠
2258	投产
2259	以往
2260	角度
2261	协商
2262	准确
2263	反应
2264	航天
2265	看法
2266	墨西哥
2267	财务
2268	发放
2269	应有
2270	农产品
2271	那种
2272	足球
2273	轨道
2274	声
2275	移民
2276	指示
2277	设
2278	危害
2279	发达
2280	取
2281	不知
2282	吕
2283	赞助
2284	鉴定
2285	一九九七年
2286	本质
2287	卢布
2288	欢乐
2289	２７日
2290	遭受
2291	制裁
2292	教训
2293	核电站
2294	停止
2295	倒
2296	呈现
2297	听取
2298	外商
2299	想到
2300	引发
2301	荣誉
2302	灾害
2303	联赛
2304	２日
2305	顶
2306	心里
2307	公安局
2308	笔者
2309	来临
2310	估计
2311	导向
2312	跌
2313	大厅
2314	建交
2315	加上
2316	加速
2317	少数
2318	签订
2319	交换
2320	伦敦
2321	完整
2322	通
2323	启动
2324	对手
2325	蔡
2326	２０００年
2327	宁夏
2328	紧紧
2329	阿尔及利亚
2330	普及
2331	另一方面
2332	３１日
2333	湖南
2334	自我
2335	曾经
2336	访华
2337	肖
2338	魅力
2339	贫困户
2340	集
2341	乡村
2342	长远
2343	评论
2344	动力
2345	绿色
2346	大局
2347	笑
2348	杰
2349	秒
2350	西
2351	产权
2352	主权
2353	具
2354	宗旨
2355	未能
2356	安徽
2357	剧目
2358	能源
2359	配置
2360	汇报
2361	损害
2362	把握
2363	事迹
2364	走私
2365	黄河
2366	制作
2367	热点
2368	多年
2369	来访
2370	威胁
2371	致
2372	埃及
2373	面前
2374	攻坚
2375	适当
2376	权利
2377	招标
2378	若
2379	公共
2380	一半
2381	为期
2382	回家
2383	成长
2384	山西
2385	总数
2386	５０００
2387	崇高
2388	储备
2389	号召
2390	合
2391	命运
2392	考核
2393	薄弱
2394	空军
2395	３万
2396	清楚
2397	经理
2398	短
2399	１９
2400	交往
2401	嫌疑人
2402	１６
2403	关
2404	对待
2405	商店
2406	妻子
2407	赠送
2408	光荣
2409	三峡
2410	失业
2411	公园
2412	债券
2413	海峡
2414	中国队
2415	迎春
2416	电台
2417	多数
2418	敌人
2419	必然
2420	别
2421	预测
2422	南极
2423	丛书
2424	九五
2425	致使
2426	城
2427	低于
2428	感动
2429	药品
2430	华北
2431	与会
2432	坚定
2433	党政
2434	个体
2435	印象
2436	企业家
2437	申请
2438	广阔
2439	利
2440	越南
2441	锦标赛
2442	所有制
